COD_S11,GENDER,STRATUM,SISBEN,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,REVENUE,SCHOOL_NAT,SEL,SEL_IHE
SB11201320096877,F,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320096969,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,2
SB11201320096987,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320096990,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,1,4
SB11201320096996,M,Stratum 2,Level 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320097119,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,1,2
SB11201320097528,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320097540,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,1,2
SB11201320097715,M,Stratum 2,Level 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320098077,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320098131,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320098138,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320098142,M,Stratum 2,It is not classified by the SISBEN,No,Yes,No,No,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PUBLIC,1,4
SB11201320098219,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320098258,M,Stratum 3,Level 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320098268,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320098271,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,3
SB11201320098291,F,Stratum 2,Level 2,No,No,No,No,No,No,No,No,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320098365,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320098382,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320098401,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,4,2
SB11201320098445,F,Stratum 2,Level 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320098450,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320098454,M,Stratum 2,Level 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320098477,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,1
SB11201320098484,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320098581,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,2,2
SB11201320098613,M,Stratum 1,Level 1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320098703,M,Stratum 3,It is not classified by the SISBEN,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320098738,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320098776,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,2
SB11201320098823,M,Stratum 4,Level 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PUBLIC,4,3
SB11201320098827,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,3
SB11201320098857,F,Stratum 1,Level 1,No,Yes,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,2
SB11201320098881,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320098913,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320099215,M,Stratum 2,Level 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320099241,M,Stratum 3,Level 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320099251,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320099345,F,Stratum 3,It is not classified by the SISBEN,No,No,No,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320099434,M,Stratum 1,Level 1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,1
SB11201320099461,M,Stratum 1,Level 1,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320099474,F,Stratum 1,Level 1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320099491,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320099530,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,4
SB11201320099636,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320099654,M,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320099999,M,Stratum 1,It is not classified by the SISBEN,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320100110,M,Stratum 2,Level 1,No,No,No,No,Yes,No,No,Yes,No,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320100501,F,Stratum 2,Level 2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,1
SB11201320100556,M,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320100594,M,Stratum 1,Level 1,No,Yes,No,No,No,No,Yes,No,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320100663,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,4
SB11201320100677,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,4,2
SB11201320100782,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320100784,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320100918,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320100923,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,4
SB11201320101059,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,2,2
SB11201320101303,F,Stratum 1,Level 1,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320101330,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320101399,F,Stratum 2,Level 3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320101423,F,Stratum 2,Level 2,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320101425,M,Stratum 1,Level 1,No,No,No,No,No,No,No,No,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320101635,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320101638,M,Stratum 3,Level 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,4
SB11201320101730,F,Stratum 1,Level 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,1,1
SB11201320101783,F,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,2,4
SB11201320101966,M,Stratum 3,Level 2,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,4
SB11201320102121,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320102433,F,Stratum 3,Level 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,1
SB11201320102551,M,Stratum 2,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320102668,F,Stratum 1,It is not classified by the SISBEN,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,3,2
SB11201320102677,F,Stratum 2,Level 2,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320102678,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320102708,M,Stratum 1,It is classified in another Level of the SISBEN,No,No,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,4,2
SB11201320102725,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320102726,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320102752,M,Stratum 2,It is classified in another Level of the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320102810,M,Stratum 2,Level 2,No,No,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,3,2
SB11201320102945,F,Stratum 2,Level 1,No,No,Yes,No,No,No,Yes,No,Yes,No,less than 1 LMMW,PUBLIC,2,1
SB11201320103067,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,4
SB11201320103071,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,3
SB11201320103123,M,Stratum 1,Level 1,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,less than 1 LMMW,PUBLIC,1,1
SB11201320103279,M,Stratum 1,Level 1,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320103314,M,Stratum 2,Level 1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320103445,F,Stratum 1,Level 1,No,Yes,No,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320103513,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,1,2
SB11201320103516,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320103528,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320103536,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320103868,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,3
SB11201320104200,M,Stratum 2,It is not classified by the SISBEN,No,Yes,Yes,No,No,No,Yes,Yes,No,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320104216,M,Stratum 1,It is not classified by the SISBEN,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320104231,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320104237,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,3,2
SB11201320104252,F,Stratum 1,Level 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320104965,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,4
SB11201320104970,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320104987,M,Stratum 1,It is not classified by the SISBEN,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320105224,M,Stratum 1,Level 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320105318,M,Stratum 2,It is not classified by the SISBEN,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,3,2
SB11201320105367,F,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,4,2
SB11201320105379,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,4,2
SB11201320105384,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320105510,F,Stratum 1,Level 1,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320105549,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320105551,M,Stratum 3,It is not classified by the SISBEN,No,No,No,No,No,No,Yes,Yes,Yes,No,Between 2 and less than 3 LMMW,PRIVATE,4,2
SB11201320105555,F,Stratum 2,Level 2,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Between 1 and less than 2 LMMW,PRIVATE,2,2
SB11201320105654,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320105694,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,3
SB11201320105827,M,Stratum 1,It is not classified by the SISBEN,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320105828,M,Stratum 2,It is classified in another Level of the SISBEN,No,No,No,No,No,No,No,No,No,No,Between 1 and less than 2 LMMW,PRIVATE,3,4
SB11201320105836,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320105843,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320105909,M,Stratum 2,Level 2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,2
SB11201320106254,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PUBLIC,2,2
SB11201320106279,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,3,2
SB11201320106301,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320106677,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201320106691,M,Stratum 1,Level 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,1,2
SB11201320106882,F,Stratum 1,Level 1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,Between 1 and less than 2 LMMW,PUBLIC,1,2
SB11201320106934,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,4
SB11201320107012,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,4,1
SB11201320107056,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320107067,M,Stratum 1,Level 1,No,No,No,No,No,No,No,Yes,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320107113,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PUBLIC,4,1
SB11201320107543,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,4
SB11201320107585,M,Stratum 1,Level 1,No,No,Yes,No,No,No,No,No,Yes,No,less than 1 LMMW,PUBLIC,1,1
SB11201320107682,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,2
SB11201320107759,M,Stratum 2,Level 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,2,2
SB11201320107799,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,4
SB11201320107873,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,4
SB11201320107875,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,2,4
SB11201320107877,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320107881,M,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320107933,M,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,3,2
SB11201320107966,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,2
SB11201320107976,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,1
SB11201320107986,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,4
SB11201320108012,M,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320108032,F,Stratum 6,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,2
SB11201320108038,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,4,2
SB11201320108070,M,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10 or more LMMW,PRIVATE,2,4
SB11201320108164,F,Stratum 5,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320108165,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 2 and less than 3 LMMW,PRIVATE,2,2
SB11201320108200,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,1,2
SB11201320108209,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320108230,F,Stratum 2,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,2,1
SB11201320108290,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 7 and less than 10 LMMW,PRIVATE,4,2
SB11201320108328,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,4,2
SB11201320108406,M,Stratum 2,Level 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 5 and less than 7 LMMW,PRIVATE,2,4
SB11201320108428,F,Stratum 4,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,4,2
SB11201320108476,F,Stratum 3,It is not classified by the SISBEN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 3 and less than 5 LMMW,PRIVATE,3,2
SB11201320108605,M,Stratum 3,It is not classified by the SISBEN,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Between 3 and less than 5 LMMW,PRIVATE,4,1
SB11201320108768,F,Stratum 2,Level 1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Between 1 and less than 2 LMMW,PUBLIC,3,2
